kodeBarang,namaBarang,supplier,kodeKategori,kodeSubkategori,kemasan,satuan,hpp,hargaJual,berat,stokToko,stokGudang,stokTotal,lokasiToko,lokasiGudang,createdAt,updatedAt
ICAU01022,LM1875 KW ,Novatech,KD013,KS140,TO-220 ,PCS,4666,9000,2,25,0,25,A2-5,F4-2,,2019-02-20 03:47:07
ICAU02001,JRC4580 SOP-8,Novatech,KD013,KS140,SOP-8,pcs,3566,10000,1,0,0,0,A2-6,F4-3,,
ICAU02002,TEA6422 SOP-28,Novatech,KD013,KS140,SOP-28 Lebar,pcs,12623,25000,1.5,43,0,43,A2-7,F4-3,,2019-02-22 07:15:27
ICAU02003,CH340G,Novatech,KD013,KS169,#NA,pcs,12000,20000,20,0,0,0,D1-6,F4-3,,
ICCMS01001,CD4001,,KD013,KS141,DIP-14,pcs,947,2400,1,15,0,15,A2-8,F2-1,,2019-04-15 09:44:03
ICCMS01002,CD4002,Novatech,KD013,KS141,DIP-14,pcs,1917,2900,1,26,0,26,A2-9,F2-1,,
ICCMS01003,CD4007,Novatech,KD013,KS141,DIP-14,pcs,1917,2900,1,0,0,0,A2-10,F2-1,,
ICCMS01004,CD4011,,KD013,KS141,DIP-14,pcs,609,3000,1,-18,30,12,A2-11,F2-1,,2019-03-30 05:35:31
ICCMS01005,CD4012,Novatech,KD013,KS141,DIP-14,pcs,1917,2900,1,27,0,27,A2-12,F2-1,,2019-02-22 07:16:23
ICCMS01006,CD4013,Novatech,KD013,KS141,DIP-14,pcs,821,2800,1,0,0,0,A2-13,F2-1,,
ICCMS01007,CD4015,Novatech,KD013,KS141,DIP-14,pcs,1598,2400,1,0,0,0,A2-14,F2-1,,2019-02-22 07:16:42
ICCMS01008,CD4016,Novatech,KD013,KS141,DIP-14,pcs,1917,2900,1,1,0,1,A2-15,F2-1,,
ICCMS01009,CD4017,Novatech,KD013,KS141,DIP-16,pcs,679,3000,1,3,50,53,A2-16,F2-1,,2019-08-14 04:42:08
ICCMS01010,CD4018,Novatech,KD013,KS141,DIP-16,pcs,2130,3200,1,44,0,44,A2-17,F2-1,,2019-07-30 01:43:24
ICCMS01011,CD4020,Novatech,KD013,KS141,DIP-16,pcs,2024,3000,1,1,0,1,A2-18,F2-1,,2019-02-22 07:17:25
ICCMS01012,CD4021,Novatech,KD013,KS141,DIP-16,pcs,1663,3000,1,0,0,0,A2-19,F2-1,,2019-02-22 07:17:40
ICCMS01013,CD4023,Novatech,KD013,KS141,DIP-14,pcs,1811,2750,1,1,0,1,A2-20,F2-1,,
ICCMS01014,CD4024,Novatech,KD013,KS141,DIP-14,pcs,1917,2850,1,0,0,0,A2-21,F2-1,,
ICCMS01015,CD4025,Novatech,KD013,KS141,DIP-14,pcs,2130,3200,1,0,0,0,A2-22,F2-1,,
ICCMS01016,CD4026,Novatech,KD013,KS141,DIP-16,pcs,2909,4000,1,0,0,0,A2-23,F2-1,,
ICCMS01017,CD4027,Novatech,KD013,KS141,DIP-16,pcs,1917,2850,1,0,0,0,A2-24,F2-1,,
ICCMS01018,CD4028,Novatech,KD013,KS141,DIP-16,pcs,1006,1500,1,1,0,1,A2-25,F2-2,,2019-04-22 08:41:05
ICCMS01019,CD4030,Novatech,KD013,KS141,DIP-14,pcs,1811,2750,1,0,0,0,A3-1,F2-1,,
ICCMS01020,CD4040,Novatech,KD013,KS141,DIP-16,pcs,1704,2550,1,0,0,0,A3-2,F2-1,,
ICCMS01021,CD4042,Novatech,KD013,KS141,DIP-16,pcs,2130,3200,1,28,0,28,A3-3,F2-1,,
ICCMS01022,CD4043,Novatech,KD013,KS141,DIP-16,pcs,1917,2850,1,19,0,19,A3-4,F2-1,,2019-04-25 09:19:43
ICCMS01023,CD4046,Novatech,KD013,KS141,DIP-14,pcs,2618,4000,1,0,0,0,A3-5,F2-1,,
ICCMS01024,CD4047,Novatech,KD013,KS141,DIP-14,pcs,2130,3200,1,0,0,0,A3-6,F2-1,,
ICCMS01025,CD4049,Novatech,KD013,KS141,DIP-16,pcs,609,3000,1,1,0,1,A3-7,F2-1,,2019-04-22 08:37:07
ICCMS01026,CD4050,Novatech,KD013,KS141,DIP-16,pcs,1435,2850,1,0,0,0,A3-8,F2-1,,
ICCMS01027,CD4051,Novatech,KD013,KS141,DIP-16,pcs,880,2850,1,0,0,0,A3-9,F2-1,,2019-05-16 07:36:57
ICCMS01028,CD4052,Novatech,KD013,KS141,DIP-16,pcs,1917,3500,1,17,0,17,A3-10,F2-1,,2019-04-25 09:19:43
ICCMS01029,CD4053,Novatech,KD013,KS141,DIP-16,pcs,1163,2700,1,0,0,0,A3-11,F2-1,,2019-02-22 07:18:37
ICCMS01030,CD4060,Novatech,KD013,KS141,DIP-16,pcs,970,3000,1,0,0,0,A3-12,F2-1,,2019-07-18 09:20:05
ICCMS01031,CD4066,Novatech,KD013,KS141,DIP-14,pcs,2100,2850,1,0,0,0,A3-13,F2-1,,2019-03-30 05:35:31
ICCMS01032,CD4067,Novatech,KD013,KS141,DIP-24,pcs,7574,15000,4,0,0,0,A3-14,F2-1,,
ICCMS01033,CD4069,Novatech,KD013,KS141,DIP-14,pcs,2130,3200,1,0,0,0,A3-15,F2-1,,
ICCMS01034,CD4071,Novatech,KD013,KS141,DIP-14,pcs,2130,3200,1,0,0,0,A3-16,F2-1,,2019-02-22 07:19:18
ICCMS01035,CD4072,Novatech,KD013,KS141,DIP-14,pcs,1811,2750,1,11,0,11,A3-17,F2-1,,2019-02-25 02:41:24
ICCMS01036,CD4073,Novatech,KD013,KS141,DIP-14,pcs,2130,3200,1,5,0,5,A3-18,F2-1,,2019-02-22 07:19:44
ICCMS01037,CD4078,Novatech,KD013,KS141,DIP-14,pcs,1065,1600,1,17,0,17,A3-19,F2-1,,
ICCMS01038,CD4081,Novatech,KD013,KS141,DIP-14,pcs,1917,2850,1,0,0,0,A3-20,F2-1,,
ICCMS01039,CD4082,Novatech,KD013,KS141,DIP-14,pcs,2308,3500,1,22,75,97,A3-21,F2-1,,2019-02-22 07:20:01
ICCMS01040,CD4093,Novatech,KD013,KS141,DIP-14,pcs,970,2850,1,0,0,0,A3-22,F2-1,,
ICCMS01041,CD4094,Novatech,KD013,KS141,DIP-16,pcs,1083,4000,1,0,0,0,A3-23,F2-1,,2019-02-22 07:20:19
ICCMS01042,CD4098,Novatech,KD013,KS141,DIP-16,pcs,3196,4800,1,44,0,44,A3-24,F2-1,,2019-02-22 07:20:32
ICCMS01043,CD40106,Novatech,KD013,KS141,DIP-14,pcs,2130,3200,1,0,0,0,A3-25,F2-1,,
ICCMS01044,CD40109,Novatech,KD013,KS141,DIP-16,pcs,2663,4000,1,24,0,24,A4-1,F2-1,,2019-02-22 07:20:47
ICCMS01045,CD40110,Novatech,KD013,KS141,DIP-16,pcs,4654,8000,1,0,0,0,A4-2,F2-1,,
ICCMS01046,CD40193,Novatech,KD013,KS141,DIP-16,pcs,1917,2900,1,0,0,0,A4-3,F2-1,,
ICCMS01047,CD4510,Novatech,KD013,KS141,DIP-16,pcs,2768,4000,1,0,0,0,A4-4,F2-1,,
ICCMS01048,CD4511,Novatech,KD013,KS141,DIP-16,pcs,970,2850,1,0,0,0,A4-5,F2-1,,
ICCMS01049,CD4512,Novatech,KD013,KS141,DIP-16,pcs,2024,3000,1,0,0,0,A4-6,F2-1,,
ICCMS01050,CD4514,Novatech,KD013,KS141,DIP-24,pcs,3728,5500,4,0,0,0,A4-7,F2-1,,
ICCMS01051,CD4518,Novatech,KD013,KS141,DIP-16,pcs,1917,3000,1,0,0,0,A4-8,F2-1,,2019-06-20 02:58:57
ICCMS01052,CD4541,Novatech,KD013,KS141,DIP-14,pcs,1811,2750,1,0,0,0,A4-9,F2-1,,
ICCMS01053,CD4503,Novatech,KD013,KS141,DIP-16,pcs,2497,5000,1,31,50,81,A4-10,F2-1,,2019-02-22 07:21:50
ICCMS01054,CD4553,Novatech,KD013,KS141,DIP-16,pcs,8153,12500,1.5,0,0,0,A4-11,F2-1,,
ICCMS01055,CD4543,Novatech,KD013,KS141,DIP-16,pcs,751,4300,1.5,0,0,0,A4-12,F2-1,,
ICCMS02001,CD4001 SMD,Novatech,KD013,KS141,SOP-14,pcs,1065,1600,0.3,0,0,0,A4-13,F4-3,,
ICCMS02002,CD4007 SMD,Novatech,KD013,KS141,SOP-14,pcs,1065,1600,0.2,0,0,0,A4-14,F4-3,,
ICCMS02003,CD4011 SMD,Novatech,KD013,KS141,SOP-14,pcs,725,2000,0.3,43,0,43,A4-15,F4-3,,2019-02-25 07:32:34
ICCMS02004,CD4013 SMD,Novatech,KD013,KS141,SOP-14,pcs,795,1600,0.3,0,0,0,A4-16,F4-3,,
ICCMS02005,CD4016 SMD,Novatech,KD013,KS141,SOP-14,pcs,2130,3400,0.3,0,0,0,A4-17,F4-3,,
ICCMS02006,CD4017 SMD,Novatech,KD013,KS141,SOP-16,pcs,598,1600,0.3,70,1020,1090,A4-18,F4-3,,2019-08-13 09:20:55
ICCMS02007,CD4020 SMD,Novatech,KD013,KS141,SOP-16,pcs,1065,1600,0.2,27,0,27,A4-19,F4-3,,2019-02-22 06:55:15
ICCMS02008,CD4023 SMD,Novatech,KD013,KS141,SOP-14,pcs,1065,1600,0.2,0,0,0,A4-20,F4-3,,
ICCMS02009,CD4027 SMD,Novatech,KD013,KS141,SOP-16,pcs,981,1600,0.3,0,0,0,A4-21,F4-3,,
ICCMS02010,CD4029 SMD,Novatech,KD013,KS141,SOP-16,pcs,2130,3400,0.3,0,0,0,A4-22,F4-3,,
ICCMS02011,CD4040 SMD,Novatech,KD013,KS141,SOP-16,pcs,1065,1600,0.2,2,0,2,A4-23,F4-3,,2019-02-22 06:55:36
ICCMS02012,CD4049 SMD,Novatech,KD013,KS141,SOP-16,pcs,995,2000,0,0,0,0,A4-24,F4-3,,2019-01-22 03:15:58
ICCMS02013,CD4050 SMD,Novatech,KD013,KS141,SOP-16,pcs,947,2500,0.3,1,0,1,A4-25,F4-3,,
ICCMS02014,CD4051 SMD,Novatech,KD013,KS141,SOP-16,pcs,585,2500,0.3,0,0,0,A5-1,F4-3,,2019-05-24 07:04:42
ICCMS02015,CD4052 SMD,Novatech,KD013,KS141,SOP-16,pcs,847,3200,0,0,0,0,A5-2,F4-3,,
ICCMS02016,CD4053 SMD,Novatech,KD013,KS141,SOP-16,pcs,1065,1600,0.3,0,0,0,A5-3,F4-3,,2019-02-22 06:56:08
ICCMS02017,CD4066 SMD,Novatech,KD013,KS141,SOP-14,pcs,908,2000,0.3,84,1550,1634,A5-4,F4-3,,2019-08-21 03:01:47
ICCMS02018,CD4069 SMD,Novatech,KD013,KS141,SOP-14,pcs,541,3000,0.3,0,0,0,A5-5,F4-3,,
ICCMS02019,CD4070 SMD,Novatech,KD013,KS141,SOP-14,pcs,1065,1600,0.2,0,0,0,A5-6,F4-3,,
ICCMS02020,CD4071 SMD,Novatech,KD013,KS141,SOP-14,pcs,1065,1600,0.3,0,0,0,A5-7,F4-3,,
ICCMS02021,CD4081 SMD,Novatech,KD013,KS141,SOP-14,pcs,1065,1600,0.3,0,0,0,A5-8,F4-3,,
ICCMS02022,CD4093 SMD,Novatech,KD013,KS141,SOP-14,pcs,684,1600,0.3,0,0,0,A5-9,F4-3,,
ICCMS02023,CD4511 SMD,Novatech,KD013,KS141,SOP-16,pcs,1650,2750,0,7,175,182,A5-10,F4-3,,2019-02-20 03:38:35
ICCMS02024,CD4538 SMD,Novatech,KD013,KS141,SOP-16,pcs,1065,1600,0.3,8,0,8,A5-11,F4-3,,2019-03-30 05:39:03
ICCMS02025,CD4584 SMD,Novatech,KD013,KS141,SOP-14,pcs,2130,1600,0.2,0,0,0,A5-12,F4-3,,
ICCPR01001,TLC 3704    DIP-14,Novatech,KD013,KS142,DIP-14,pcs,10550,15000,1,30,75,105,A5-13,F3-5,,2019-07-30 01:54:16
ICCPR01002,LM339   Dip-14,Novatech,KD013,KS142,DIP-14,pcs,575,1600,1,0,0,0,A5-14,F3-5,,
ICCPR01003,LM311   DIP-8,Novatech,KD013,KS142,DIP-8,pcs,931,3500,1,-11,43,32,A5-15,F3-5,,2019-08-21 08:18:26
ICCPR01004,LM393   DIP-8,Novatech,KD013,KS142,DIP-8,pcs,575,1750,1,0,0,0,A5-16,F3-5,,2019-04-30 02:05:31
ICCPR01005,LM293,Novatech,KD013,KS142,DIP-8,pcs,3025,7000,1,0,0,0,A5-17,F3-5,,2019-02-22 07:01:02
ICCPR02001,LM311   SOP,Novatech,KD013,KS142,SOP-8,pcs,959,3000,1,0,0,0,A5-18,F4-3,,2019-08-23 03:10:18
ICCPR02002,LM393   SOP,Novatech,KD013,KS142,SOP-8,pcs,291,1800,1,0,0,0,A5-19,F4-3,,2019-06-27 03:22:53
ICCPR02003,LM339DG   SOIC-14,Novatech,KD013,KS142,SOIC-14,pcs,2327,2500,1,0,0,0,A5-20,F4-3,,
ICCPR02004,LM293 SMD,Novatech,KD013,KS142,SOIC,pcs,1500,6000,0,11,50,61,A5-21,F4-3,,2019-06-20 09:35:32
ICCS01001,LM334,Novatech,KD013,KS143,TO-92,pcs,5195,20000,0,58,0,58,A5-22,F4-4,,2019-03-30 05:41:13
ICDDRV01001,MAX7219ENG,Novatech,KD013,KS144,DIP-24,pcs,7882,25000,2,10,0,10,A5-23,F3-5,,
ICDDRV01002,LM3915,Novatech,KD013,KS144,DIP-18,pcs,4099,12000,2,0,0,0,A5-24,F3-5,,
ICDDRV01003,LM3916,Novatech,KD013,KS144,DIP-18,pcs,12091,40000,1,14,28,42,A5-25,F3-5,,
ICDDRV01004,MAX7219 CWG,Novatech,KD013,KS144,SOP-24,pcs,3900,8000,2,0,0,0,,F4-3,,
ICDEC01001,HCTL2000,Novatech,KD013,KS145,DIP-16,pcs,37383,75000,1.2,15,0,15,A6-1,F3-5,,
ICDM01001,MC14053BCP,Novatech,KD013,KS146,DIP-16,pcs,4546,10000,1.2,37,0,37,A6-2,F3-5,,2019-02-22 07:03:12
ICDTMF01001,CM8870,Novatech,KD013,KS147,DIP-18,pcs,7066,10000,2,0,0,0,A6-3,F3-5,,
ICEE01001,24C32  EEPROM,Novatech,KD013,KS148,DIP-8,pcs,947,4500,1,30,0,30,A6-4,F3-5,,2019-08-28 09:26:53
ICEE01002,24C64 EEPROM,Novatech,KD013,KS148,DIP-8,pcs,1500,8000,1,20,20,40,A6-5,F3-5,,2019-02-22 07:03:54
ICEE01003,24LC32 EEPROM,Novatech,KD013,KS148,DIP-8,pcs,3025,7500,1,0,0,0,A6-6,F3-5,,
ICEE01004,24LC64 EEPROM,Novatech,KD013,KS148,DIP-8,pcs,4033,9000,1,0,0,0,A6-7,F3-5,,
ICEE01005,AT24C08,Novatech,KD013,KS148,DIP-8,pcs,2539,5000,1.5,14,0,14,A6-8,F3-5,,2019-04-09 07:18:57
ICEE01006,24C512,Novatech,KD013,KS148,#NA,pcs,6991,11500,1,2,0,2,A6-9,F3-5,,2019-04-22 08:49:50
ICEE02001,24C32SMD EEPROM,Novatech,KD013,KS148,SOIC-8,pcs,1015,2000,0,0,0,0,A6-10,F4-3,,
ICEE02002,24C64SMD EEPROM,Novatech,KD013,KS148,SOIC-8,pcs,776,3000,0,0,0,0,A6-11,F4-3,,
ICEE02003,24LC32SMD EEPROM,Novatech,KD013,KS148,SOIC-8,pcs,1908,6500,0.15,35,0,35,A6-12,F4-3,,2019-09-13 02:41:53
ICEE02004,24LC64SMD EEPROM,Novatech,KD013,KS148,SOIC-8,pcs,2821,5000,0,0,0,0,A6-13,F4-3,,
ICFG01001,ICL8038CCPD,Novatech,KD013,KS149,DIP-14,pcs,5516,15000,1.5,0,0,0,A6-14,F3-5,,
ICHB01001,IR2153D,Novatech,KD013,KS150,DIP-8,pcs,7058,20000,1,39,0,39,A6-15,F3-5,,2019-05-23 06:53:47
ICHB02001,IR2153S,Novatech,KD013,KS151,SOIC-8,pcs,7058,15000,0.15,0,0,0,A6-16,F4-3,,
ICHF01001,A3144EU,Novatech,KD013,KS152,DIP-3,pcs,1534,10000,0.25,37,0,37,A6-17,F3-5,,2019-02-22 07:06:30
ICHF01002,43AF,Novatech,KD013,KS152,DIP-3,pcs,2609,6000,0,0,0,0,A6-18,F3-5,,
ICHF01003,41F,Novatech,KD013,KS152,DIP-3,pcs,2609,6000,0,0,0,0,A6-19,F3-5,,2019-02-22 07:06:47
ICHF01004,MLX90217 Hall effect Sensor,Novatech,KD013,KS152,#NA,pcs,31691,55000,0,0,0,0,A6-20,B1-2,,2019-02-22 07:07:00
ICHF01005,Humidity Sensor HS1101,Novatech,KD016,KS251,#NA,pcs,22817,55000,0,3,0,3,A6-21,B1-2,,2019-02-22 07:07:10
ICIA01001,INA125P,Novatech,KD013,KS153,DIP-16,pcs,37456,105000,1,0,0,0,A6-22,F3-5,,
ICIA01002,AD620,Novatech,KD013,KS153,DIP-8,pcs,21033,50000,0,0,0,0,A6-23,F3-5,,
ICIA01003,INA121,Novatech,KD013,KS153,DIP-8,pcs,32612,75000,0.75,0,0,0,A6-24,F3-5,,
ICIA02001,INA125UA,Novatech,KD013,KS153,SOP-16,pcs,22993,45000,1.5,12,61,73,A6-25,F4-3,,2019-02-22 07:08:06
ICIA02002,AD620 SMD,Novatech,KD013,KS153,SOP-8,pcs,24027,50000,1,1,0,1,A7-1,F4-3,,
ICKDR01001,TTP223 SMD,Novatech,KD013,KS316,#NA,pcs,3050,4500,5,0,0,0,,,,
ICLCDDRV001,PT6554,Novatech,KD013,KS154,TQFP-64,pcs,12988,35000,0,0,0,0,A7-2,F4-3,,2019-07-30 01:53:37
ICLTF01001,TSL235R,Novatech,KD013,KS155,3-Leaded Plastic,pcs,36125,55000,1,0,0,0,A7-3,F3-5,,
ICLTF01002,TSL237S,Novatech,KD013,KS155,3-Leaded Plastic,pcs,67757,105000,1,21,0,21,A7-4,F3-5,,2019-03-08 02:25:18
ICLTF01003,TSL245R,Novatech,KD013,KS155,3-Leaded Plastic,pcs,36125,55000,1,23,0,23,A7-5,F3-5,,
ICM010201001,AT89S51,Novatech,KD032,KS177,DIP-40,pcs,11000,17500,10,0,0,0,A7-6,F2-4,,
ICM010201002,AT89S52-24PU,Novatech,KD032,KS177,DIP-40,pcs,13000,25000,10,0,0,0,A7-7,F2-4,,
ICM010201003,AT89C2051-24PU,Novatech,KD032,KS177,DIP-20,pcs,5802,13000,10,0,0,0,A7-8,F2-4,,
ICMC010101002,ATMEGA8A-PU DIP-28,Novatech,KD032,KS178,DIP-28,pcs,14786,27500,5,2,0,2,A7-9,F2-4,,2019-09-24 05:06:28
ICMC010101004,ATMEGA16A-PU DIP-40,Novatech,KD032,KS178,DIP-40,pcs,26000,38500,10,0,0,0,A7-10,F2-4,,
ICMC010101005,ATMEGA32A-PU DIP-40,Novatech,KD032,KS178,DIP-40,pcs,33000,47500,10,0,0,0,A7-11,F2-4,,
ICMC010101006,ATMEGA328P DIP-28,Novatech,KD032,KS178,DIP-28,pcs,24500,50000,5,0,6,6,A7-12,F2-4,,2019-06-24 07:30:02
ICMC010101009,ATTINY2313-20PU DIP-20,Novatech,KD032,KS178,DIP-20,pcs,19418,29000,5,0,0,0,A7-13,F2-4,,2019-07-30 01:39:38
ICMC010101010,ATMEGA8535-16PU,Novatech,KD032,KS178,DIP-40,pcs,29081,50000,10,0,0,0,A7-14,F2-4,,
ICMC010101011,ATTiny13A-PU,Novatech,KD032,KS178,DIP-8,pcs,9560,20000,5,0,0,0,A7-15,F2-4,,2019-07-09 09:13:38
ICMC010101012,ATTiny45-20PU,Novatech,KD032,KS178,DIP-8,pcs,22058,49000,5,42,0,42,A7-16,F2-4,,2019-02-22 07:13:29
ICMC010102001,ATMEGA168-20AU TQFP32,Novatech,KD032,KS178,TQFP32,pcs,17200,43000,1,14,0,14,M4-24,F3-1,,
ICMC010102003,ATMEGA8A-AU TQFP32,Novatech,KD032,KS178,TQFP32,pcs,11000,20000,1,0,0,0,M4-12,F3-1,,
ICMC010102004,ATMEGA16A-AU TQFP44,Novatech,KD032,KS178, TQFP44,pcs,10969,37500,1,155,0,155,M4-22,F3-1,,
ICMC010102005,ATMEGA328P-AU TQFP32,Novatech,KD032,KS178,TQFP32,pcs,21000,48000,1,0,0,0,M4-8,F3-1,,
ICMC010102008,ATMEGA2560-16AU LQFP100,Novatech,KD032,KS178, LQFP100,pcs,49021,135000,1,0,0,0,M4-5,F3-1,,
ICMC010102009,ATMEGA32A-AU TQFP44,Novatech,KD032,KS178,TQFP44,pcs,19920,50000,1,19,0,19,M4-7,F3-1,,2019-02-25 07:32:31
ICMC010102010,ATMEGA64A-AU TQFP64,Novatech,KD032,KS178,TQFP64,pcs,21450,50000,1,22,0,22,M4-23,F3-1,,
ICMC010102011,AT90USB162-16AU,Novatech,KD032,KS178,TQFP32,pcs,14090,40000,1,10,0,10,M4-16,F3-1,,2019-08-08 02:13:28
ICMC010102012,ATMEGA32u4 TQFP-44,Novatech,KD032,KS178,TQFP-44,pcs,52687,85000,1,18,0,18,M4-13,F3-1,,
ICMC010102013,ATTiny2313A-SU  SOIC-20,Novatech,KD032,KS178,SOIC-20,pcs,8066,29000,1,10,0,10,A7-18,F3-1,,2019-02-22 07:12:48
ICMC010102014,ATTiny13-20SU   SOIC-8,Novatech,KD032,KS178,SOIC-8,pcs,6429,18000,0,81,0,81,A7-19,F3-1,,
ICMC010102015,ATTiny45-20SU   SOIC-8,Novatech,KD032,KS178,SOIC-8,pcs,9710,30000,0,80,0,80,A7-20,F3-1,,
ICMC010102016,ATXMEGA128A1-AU,Novatech,KD032,KS178,TQFP100,pcs,55755,150000,1,31,0,31,M4-20,F3-1,,2019-05-24 06:55:07
ICMC010102017,ATMEGA1284P-AU,Novatech,KD032,KS178,TQFP44,pcs,65159,115000,1,0,0,0,M4-10,F3-1,,
ICMC010102018,ATMEGA644PA-AU,Novatech,KD032,KS178,TQFP44,pcs,46350,90000,1,32,0,32,M4-21,F3-1,,
ICMC010102021,ATMEGA16U2-QFN,Novatech,KD032,KS178,QFN-32,pcs,19500,35000,1,18,0,18,M4-6,F3-1,,2019-05-24 07:03:45
ICMC020102001,STM32F103RBT6    LQFP-64,Novatech,KD032,KS179,LQFP-64,pcs,23913,55000,1,9,0,9,M4-19,F3-1,,
ICMC020102003,STM32F103RET6,Novatech,KD032,KS179,LQFP-64,pcs,38259,90000,1,19,0,19,M4-17,F3-1,,2019-06-27 03:27:44
ICMC020102004,STM32F100C4T6B,Novatech,KD032,KS179,LQFP-48,pcs,16398,30000,0,29,0,29,M4-18,F3-1,,2019-07-30 01:35:53
ICMC030101001,PIC16F877A-I/P,Novatech,KD032,KS180,DIP-40,pcs,33362,60000,10,0,0,0,A7-21,F2-4,,2019-06-17 05:35:21
ICMC030101002,PIC18F4550-I/P,Novatech,KD032,KS180,DIP-40,pcs,31975,80000,7,9,20,29,A7-22,F2-4,,
ICMC030101003,PIC18F2550-I/SP,Novatech,KD032,KS180,DIP-28,pcs,36250,70000,3,0,0,0,A7-23,F2-4,,
ICMC030101004,PIC16F873A-I/SP,Novatech,KD032,KS180,DIP-28,pcs,17050,40000,3,0,0,0,A7-24,F2-4,,
ICMC030101005,PIC16F628A-I/P,Novatech,KD032,KS180,DIP-18,pcs,15157,37000,3,3,0,3,A7-25,F2-4,,
ICMC030101006,PIC16F84A-04/P,Novatech,KD032,KS180,DIP-18,pcs,24360,38000,1,0,0,0,A8-4,F2-4,,
ICMC030101007,PIC16F690,Novatech,KD032,KS180,DIP-20,pcs,17406,40000,2,15,0,15,A8-2,F2-4,,2019-08-07 03:47:32
ICMC030102001,PIC16F877A-I/PT,Novatech,KD032,KS180,TQFP44,pcs,19185,50000,3,9,0,9,A8-18,F3-1,,2019-02-15 08:25:48
ICMC030102002,PIC18F2550-I/S,Novatech,KD032,KS180,SOP-28 Lebar,pcs,29850,70000,3,42,0,42,A8-3,F3-1,,
ICMC030102003,PIC16F628A-I/SO,Novatech,KD032,KS180,SOP-9 Lebar,pcs,7438,30000,3,12,0,12,A8-1,F3-1,,
ICMTR01001,L293D DIP-16,Novatech,KD013,KS139,#NA,pcs,4900,15000,10,13,0,13,A8-5,,,2019-08-12 06:15:24
ICMTR01002,L298N   Multiwatt-15,Novatech,KD013,KS156,Multiwatt-15,pcs,10530,28000,6,0,0,0,A8-6,F3-5,,
ICMTR01003,L297   DIP-20,Novatech,KD013,KS156,DIP-20,pcs,10195,25000,1,0,0,0,A8-7,F3-5,,
ICMTR01004,ULN2803   DIP-18,Novatech,KD013,KS156, DIP-18,pcs,2100,5000,1,7,0,7,A8-8,F3-5,,2019-04-22 08:31:26
ICMTR01005,TB6560AHQ   ZIF-25,Novatech,KD013,KS156,ZIF-25,pcs,27005,60000,10,0,0,0,A8-9,F3-5,,
ICMTR01006,UDN2981A    DIP-18,Novatech,KD013,KS156,DIP-18,pcs,7683,35000,1.25,0,0,0,A8-10,F3-5,,2019-06-19 10:05:19
ICMTR01007,ULN2003   DIP-16,Novatech,KD013,KS156,DIP-16,pcs,1366,3500,1,7,20,27,A8-11,F3-5,,2019-04-08 02:30:37
ICMTR02001,L298P  PowerSO20(SMD),Novatech,KD013,KS156,PowerSO20(SMD),pcs,20949,40000,4,0,0,0,A8-12,F4-3,,
ICMTR02002,ULN2803  SOP-18,Novatech,KD013,KS156,SOP-18,pcs,1413,3000,0,34,900,934,A8-13,F4-3,,2019-07-30 06:45:32
ICMTR02003,ULN2003 SMD,Novatech,KD013,KS156,SOIC-16,pcs,725,3000,0.5,0,0,0,A8-14,F4-2,,
ICMTR02004,BTN7970B,Novatech,KD013,KS156,PG-TO263-7-1,pcs,27397,50000,1.5,2,0,2,A8-15,F3-5,,2019-03-05 04:25:50
ICMTR02005,Toshiba TB62254AFNG,Novatech,KD013,KS156,SSOP-48,pcs,51950,125000,0.22,19,0,19,A8-16,F4-3,,
ICMTR02006,L293D SOP-20,Novatech,KD013,KS156,SOIC,pcs,7676,15000,0,20,50,70,A8-17,F4-3,,
ICNET02001,Wiznet W5100,Novatech,KD013,KS157,TQFP-40,pcs,42213,75000,1,76,0,76,M4-15,F4-3,,2019-05-24 07:24:47
ICNET02002,SIM900,Novatech,KD013,KS158,#NA,pcs,119577,175000,4,0,0,0,M5-5,F4-3,,
ICOP01001,LM358 Opamp   DIP-8,Novatech,KD013,KS159,DIP-8,pcs,751,1800,0,35,50,85,A8-19,F3-5,,2019-08-02 08:12:55
ICOP01002,UA741 Opamp DIP-8,Novatech,KD013,KS159,DIP-8,pcs,1950,4500,0,34,0,34,A8-20,F3-5,,2019-07-01 06:19:17
ICOP01003,LM308 Opamp    DIP-8,Novatech,KD013,KS159,DIP-8,pcs,5546,18000,0.4,0,0,0,A8-21,F3-5,,
ICOP01004,NE5532N Opamp   DIP-8,Novatech,KD013,KS159,DIP-8,pcs,2255,6500,0,0,0,0,A8-22,F3-5,,
ICOP01005,LF351 JFET Opamp DIP-8,Novatech,KD013,KS159,DIP-8,pcs,2493,5000,0.4,0,0,0,A8-23,F3-5,,
ICOP01006,LF353 JFET Opamp   DIP-8,Novatech,KD013,KS159,DIP-8,pcs,1385,3000,0.4,0,0,0,A8-24,F3-5,,
ICOP01007,TL072 JFET Opamp DIP-8,Novatech,KD013,KS159,DIP-8,pcs,959,2000,0,0,0,0,A8-25,F3-5,,
ICOP01008,TL074 JFET Opamp   DIP-14,Novatech,KD013,KS159,DIP-14,pcs,959,3000,1,0,0,0,B1-1,F3-5,,
ICOP01009,TL082 JFET Opamp  DIP-8,Novatech,KD013,KS159,DIP-8,pcs,679,2500,0.4,0,0,0,B1-2,F3-5,,
ICOP01010,TL084 JFET Opamp  DIP-14,Novatech,KD013,KS159,DIP-14,pcs,959,3000,0.4,0,0,0,B1-3,F3-5,,
